serial_no,h1_cd,h2_cd,h3_cd,td_desc,mark_id_char
88061945,"05,26","5,052,617","50,525,261,709","the mark consists of an abstract computer drawing of a flower or plant-like figure. the mark is made up of curved bands on the right and left, a y-like split band in the middle and a curved top.  daffodils; iris  (flower); other flowers    bars, curved; curved line(s), band(s) or bar(s); bands, curved; lines, curved",
88062417,5,501,50102,"the mark consists of a circle with a tree with leaves therein.  maple tree; trees or bushes with a generally rounded shape, including deciduous trees",
88062498,"02,04,26","201,040,726,012,617","20,133,040,703,260,100,000,000","the mark consists of a stylized image of a person with a curved back and a detached shape of a circle representing a human head moving in a forward direction to the right.  stick figures; grotesque men formed by letters, numbers, punctuation or geometric shapes    geometric figures representing a person; geometric shapes forming a person; person formed by geometric shapes; geometric figures or combinations of geometric figures representing a person    circles that are totally or partially shaded.    lines, curved; curved line(s), band(s) or bar(s); bars, curved; bands, curved",
88062752,"26,28","26,172,801","261,702,261,713,280,000","the mark consists of three chinese characters.  wavy line(s), band(s) or bar(s); lines, wavy; bars, wavy; bands, wavy    underlined words or letters; letters or words underlined and/or overlined by one or more strokes or lines; overlined words or letters    chinese characters; japanese characters; japanese and chinese characters",
88063816,26,2617,"261,702,261,709,261,000","the mark consists of four thick wavy lines that extend upward from a central origin, each of which then turns leftward. the space within the origin and each band contains straight diagonal lines traveling in the same parallel direction.  wavy line(s), band(s) or bar(s); lines, wavy; bars, wavy; bands, wavy    lines, curved; curved line(s), band(s) or bar(s); bars, curved; bands, curved    other lines, bands or bars",
88064344,26,2605,"260,520,260,521,260,000",the mark consists of a triangle with rounded edges and interior sides.  triangles inside one another    triangles that are completely or partially shaded    triangular shape (miscellaneous overall shape); miscellaneous designs with overall triangular shape,
88064795,"02,05,09,14","211,050,105,030,509,000,000,000,000","21,107,050,104,050,300,000,000,000,000,000,000,000,000,000,000","the mark consists of two branches of grapevines with bunches of grapes and leaves tied together at one end of the grapevines in the form of a ribbon at the bottom center. the two branches of grapevines form the shape of a quadrilateral open at the top center. at the top center of the mark between the tips of the branches of grapevines is a design of an arm holding an axe.  human hands, fingers, arms; hands; fingers; arms    vines    more than one leaf, including scattered leaves, bunches of leaves not attached to branches    other leaves; leaf, single    grapes    wreaths; laurel leaves or branches (borders or frames)    ribbons, hair; ribbons, giftwrap (gift wrap); bows, decorative    tomahawks; hatchets; axes",
88066235,"02,26","2,112,605","21,101,260,521","the mark consists of a graphic design consisting of a heart shape within a triangle shape above the text ""phi sigma sigma"" above a horizontal line above the text ""once, always."".  hearts excluding hearts as carriers or depicted on playing cards    triangles that are completely or partially shaded",
88066424,"02,04,09,26","201,040,709,032,601","20,133,040,703,090,300,000,000,000,000","the mark consists of geometric shapes forming a person.  stick figures; grotesque men formed by letters, numbers, punctuation or geometric shapes    person formed by geometric shapes; geometric shapes forming a person; geometric figures representing a person; geometric figures or combinations of geometric figures representing a person    tank tops; sweatshirts; camisoles; exercise clothes, sweatshirts; shirts; jerseys    circles, exactly three circles; three circles    circles that are totally or partially shaded.",
88066464,11,1109,110925,"the mark consists of a three-dimensional configuration of the goods (i.e., beetle traps for use in bee hives). all depicted elements in both renditions of the mark in the drawing are claimed as part of the mark. there are no elements in the drawing of the mark that are not part of the mark.  water filters; washing boards; washboards; shoe trees; racks, clothes; plungers; boards, wash; filters, water; dust pans; dryers, clothes, folding; clothes racks; clothes pins; fly swatters",
88067182,"02,26","2,112,609","21,102,260,921","the mark consists of a design of an eye and eye lash.  iris (eye); human eyes; eyes, human    squares that are completely or partially shaded",
88068014,"02,24,26","201,020,324,132,617","20,101,020,117,020,300,000,000,000,000,000,000","the mark consists of a makeup design of a gold colored cross outlined in black positioned on a face with the top of the cross running from the top middle of the forehead down to the nose, and the sides of the cross extending from the outer edges of each eyebrow. the dotted outline of the hair and eyes, in addition to the outline of the chin, face, eyeballs, and lips, are not a part of the mark but are merely intended to show the position of the mark. the color white represents background, outlining, shading, and/or transparent areas and is not part of the mark.  men heads, portraiture, or busts facing forward; portraiture of men facing forward; busts of men facing forward; heads of men facing forward    harlequins (men); clowns (men); jesters (men); men, clowns, actors, mimes, carnival characters, harlequins, jesters, men wearing tights; mimes (men); tights (men wearing); carnival characters (men); actors    women head, portraiture or busts facing forward; portraiture of women facing forward; heads of women facing forward; busts of women facing forward    women, stylized, including women depicted in caricature form    greek cross (equal sized lines); cross, greek (equal sides)    lines, dotted; dotted line(s)",
